Title,Body,Post date,Updated date
"הגיליון החדש של CAMOC הוועדה למוזאוני ערים מטעם איקו""ם עלה לרשת","Dear colleagues,
The latest issue of *CAMOCnews *is now available and we are very happy to share it with you.
It can be accessed through the following link:
 
http://icom.museum/resources/publications-database/publication/camoc-news-the-collections-and-activities-of-museums-of-cities-no-4-2015/
 
With best wishes,
 
Marlen Mouliou              Layla Betti                          Afsin
Altayli
CAMOC Chair               CAMOC Secretary              Chief Editor /
*CAMOCnews*",11/11/2015 - 14:16,11/11/2015 - 14:16
"הצעות עבודה באיקו""ם הארגון הבין-לאומי למוזאונים, פריז, צרפת","Following is the announcements for two job offers at the ICOM General Secretariat, namely for the position of Head of Communications Department and Public Relations (click here) and the position of Head of Membership Department (click here). 
 
The job offers will also be posted on the ICOM website as of today. 
 
With best wishes,
 
Suay
 
Suay Aksoy
Chair 
ICOM Advisory Committee
Tel:  +90 (0) 532 434 9893         Email:  suayaksoy@gmail.com
http://icom.museum",17/01/2016 - 14:01,17/01/2016 - 14:01
קול קורא: לקראת יום עיון בנושא מוזאולוגיה יהודית: פוליטיקה ותצוגה,"CALL FOR PAPERS
Jewish Museologies and the Politics of Display
13-14 March 2016, Centre for Jewish Studies, University of Leeds
Supported by a grant from the European Association for Jewish Studies Conference Grant Programme
Confirmed speakers: 
Felicitas Heimann-Jelinek (Association of European Jewish Museums, Amsterdam/Vienna)
Barbara Kirshenblatt-Gimblett (Museum of the History of Polish Jews, Warsaw)
Cilly Kugelman (Jewish Museum, Berlin)
 
A two-day international symposium is to explore the critical debates about Jewish museologies in the light of

a) Jewish institutions and
b) Jewish presences in non-Jewish museums (city      museums, national museums, specialist museums);

 
The conference will include panels on current museum developments in Germany, Central-Eastern Europe, Western Europe (continental), UK/Ireland. The meeting will include a workshop on current local/grassroots archival and heritage collecting and research, including community engagement.
 
In the wake of the opening of the Museum of the History of Polish Jews in Warsaw, the first major museum of Jewish history in an East-Central European capital in over a century, this conference aims to reassess the diversity of Jewish museologies in post-WWII Europe, as well as in the context the UK/Ireland, as developments are taking place in Leeds, Manchester and elsewhere. These developments, decentralised as they are, raise questions about what Jewish museology should be and can be: a museology of celebration or commemoration? A history lesson or an encounter with art and aesthetics?
 
In addition, the conference will address specific issues relating to Jewish museums and Jewish history in museums in the UK and Ireland in a European context.
As debates on the musealisation of Jewish history / culture proliferate, this conference will engage international curators and scholars to address some of the following questions:

Are there commonalities among Jewish museums in Europe?
What are these museums and exhibitions trying to      achieve?
How do they construct and involve their stakeholders?
How do they engage with the political discourses that      shape their societies?
Is a dividing line emerging between museums in      countries directly affected by the Holocaust and others not directly      affected?
What research is needed, and has become possible as      archival resources become available and laws change?
With new challenges arising in living in a Europe      increasingly divided about its asylum policies and vulnerable to extremist      violence, what museological reorientations may be needed?

 
Please propose a topic and provide an abstract for a 20 minute paper by email to Eva Frojmovic at clsef@leeds.ac.uk
 
Deadline: 15 January 2016. Subject heading: Jewish Museologies.",29/11/2015 - 17:00,29/11/2015 - 17:00
"מרכז ההדרכה וההכשרה מטעם איקו""ם יעניק מלגות נסיעה למשתתפי הסדנה שתתקיים בסין, אפריל 2016","ICOM International Training Centre (ICOM-ITC) is announcing the organisation of its sixth training workshop that will be held from 11 to 19 April, 2016 in Beijing, China. ICOM, ICOM China and the Palace Museum are pleased to award travel grants to international participants attending the training workshop.   Please refer to ICOM website for the types of grant available and the applicable criteria (online soon): http://icom.museum/activities/training/icom-international-training-centre-for-museum-studies/applicable-criteria-for-the-awarding-of-icom-itc-travel-grants/   The application forms should be submitted and the required documents should be sent before Saturday 12 February, 2016 (France time zone). Contact: Mr. Raphaël Roig (raphaël.roig@icom.museum) at ICOM Secretariat.   The theme of this sixth training workshop will be: Current Practices in Museum Management. A number of outstanding international experts will give lectures and conduct discussions and group work on museum topics such as the role of museum today, collection management and exhibition process. The programme will also include lectures by Chinese experts. A “Reading Artifacts” session, developed by the Canada Science and Technology Museum, will also be part of the programme, with access to objects from the collections of the host institution. In addition, hands-on sessions will be organised in some of the most well-known museums in Beijing; and a full-day excursion will show participants around the best known cultural heritage sites in and around Beijing.   Officially launched on 1 July 2013, ICOM-ITC relies on the ICOM professional network to offer quality training programmes in museum studies to regional and international museum professionals, especially to ICOM members from emerging countries and from the Asian Pacific region. More info on ICOM-ITC: http://icom.museum/activities/training/icom-international-training-centre-for-museum-studies/   Sincerely, ICOM Secretariat",13/12/2015 - 09:34,13/12/2015 - 09:34
"הגיליון האחרון לשנת 2015 של ועדת איקמה ICME מטעם איקו""ם","The last 2015 edition of ICME news is out now. Due to some technical problems with our webpage we couldn’t publish it in 2015, now everything seems to work fine. In this last edition you can read about the next ICME conference in Milan, the announcement and the call for papers, there are fellows reports from the last conference held in Vietnam and much more...
ICME News 76 (pdf)
ICME News (web)
We wish you all best and Happy New Year!
Mario
__._,_.___",05/01/2016 - 12:57,05/01/2016 - 12:57
"איקו""ם רוסיה משיקה קול קורא להגשת תקצירים לקראת הפסטיבל Intermuseum 2016","*ICOM Russia is pleased to launch the call for papers for the business program of the International museum festival “Intermuseum 2016”*
 
 
International museum festival “Intermuseum 2016” will take place in Moscow, Russia, from 13th till 16th of May 2016.
 
 
“Intermuseum” is a greatest museum event in Russia which is held annually presenting a unique cultural space for the exchange of best practices and innovative ideas within the museum expert community, as well as for the promotion and popularization of museum activities and projects among the general public.
 
 
In 2016, the Festival is devoted to the theme - “Social Mission of the Museum in the Context of Intercultural Dialogue”. It will be held with the goal to highlight the role of the museum as an important instrument of social inclusion and cohesion, symbolically named ""Museum without Borders"".
 
 
The Festival will bring together more than 300 museums of Russia and foreign countries in the Manezh Central Exhibition Hall (Manezhnaya Square, 1, Moscow 125009). Traditionally, the structure of the ""Intermuseum""
includes for parts: expositions of Russian and foreign museums; competitive programme; business events, organized in the format of round tables and thematic discussions; and cultural programme.
 
 
The Festival is organized by the Ministry of Culture of the Russian Federation and prepared by the ""State Museum and Exhibition centre ROSIZO""
with the support of the Russian Committee of the International Council of museums (ICOM Russia), the Union of Russian museums and other partner organizations.
 
 
 
*MUSEUM WITHOUT BORDERS. SOCIAL MISSION OF THE MUSEUM IN THE CONTEXT OF INTERCULTURAL DIALOGUE*
 
 
Museum is one of the most accessible public institutions, which safeguards and popularizes tangible and intangible cultural and natural heritage. By preserving the past, museums strengthen cultural identities, support social cohesion and serve as mediators in the sphere of intercultural communication. Museums around the world cease to be conservative institutions, designed solely to conserve heritage; nowadays individuals with all their aspirations and needs are in the center of the museum’s attention. The visitor is more involved in the museum activities, and museum pays an increased attention to issues of sustainable development.
The museum becomes a socially responsible organization working with various social groups. This new role of museums is emphasized in the UNESCO “Recommendation Concerning the Protection and Promotion of Museums and Collections, their Diversity and their Role in Society”. “Museums are vital public spaces that should address all of society and can therefore play an important role in the development of social ties and cohesion, building citizenship, and reflecting on collective identities”[1] <#_ftn1>
 
<#_ftn1>
 
 
 
   - Section 1: “The Museum Potential in the System of Social Support:
   Strategies and Mechanisms of Interaction”
   - Section 2: “Museum and Local Community”
   - Section 3: “Museum as a Space for Dialogue and Understanding of the
   “Other”
   - Section 4: “Museum Education”
   - Section 5: “Museum Language: How to Communicate with the Visitor”
 
*More information is available on ICOM Russia Web-site - http://www.icom-russia.com/data/events-/
<http://www.icom-russia.com/data/events-/>*
 
 
*Call for papers*
 
 
If you wish to present a paper during one of the mentioned thematic sections, please send abstracts to ICOM Russia Executive directorate.
 
Abstract should include:
 
   - Name of author(s);
   - Organization and position;
   - Title;
   - Text of the abstract (150 – 200 words);
   - Section in which you would like to participate;
   - Contact details;
   - Equipment that you will need for your presentation.
 
In your abstract you should specify projects that your museum has already implemented or started to develop, or proposals on concrete actions or events to execute social mission of the museum. This would be the main criteria for the selection process.
 
Deadline for the abstract submission - 08 of April 2016. All abstracts should be sent to:  icom.russia@gmail.com.
 
Applicants will be informed about the results not later than 22 of April 2016.
 
------------------------------
 
[1] <#_ftnref1>
http://www.unesco.org/new/fileadmin/MULTIMEDIA/HQ/CLT/images/FINAL_RECOMMENDATION_ENG_website_03.pdf
 
 
--
Executive Directorate ICOM Russia\ Исполнительная дирекция ИКОМ России +7
(495) 951 0408, +7 (495) 953 34 54
 
Официальный сайт ИКОМ России >>> http://icom-russia.com/ Подписаться на рассылку ИКОМ России >>> http://www.icom.org.ru/subscribe.asp
Присоединиться к ИКОМ России >>> http://www.facebook.com/#!/icom.russia
 
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
 
Change ICOM-L subscription options, unsubscribe, and search the archives at:  http://home.ease.lsoft.com/archives/icom-l.html",13/03/2016 - 14:03,11/05/2016 - 11:55
"איקו""ם מציעה מלגות לסדנת הדרכה בסין","ICOM International Training Centre (ICOM-ITC) is announcing the organisation of its seventh training workshop that will be held from 7 to 15 November, 2016 in Beijing, China. ICOM, ICOM China and the Palace Museum are pleased to award travel grants to international participants attending the training workshop.   Please refer to ICOM website for the types of grant available and the application procedure: http://icom.museum/activities/training/icom-international-training-centre-for-museum-studies/application-procedure-for-icom-itc/   The application forms should be filled out and the required documents should be sent before Saturday 10 September, 2016 (France time zone). Contact: Mr. Raphaël Roig (raphaël.roig@icom.museum) at ICOM Secretariat.   The theme of this seventh training workshop will be: Collecting Objects, Telling Stories. A number of outstanding international experts will give lectures and conduct discussions and group work on museum topics such as collection management, conservation and restoration of cultural objects. The programme will also include lectures by Chinese experts. A “Reading Artifacts” session, developed by the Canada Science and Technology Museum, will also be part of the programme, with access to objects from the collections of the host institution. In addition, hands-on sessions will be organised in some of the most well-known museums in Beijing; and a full-day excursion will show participants around the best known cultural heritage sites in and around Beijing.   Officially launched on 1 July 2013, ICOM-ITC relies on the ICOM professional network to offer quality training programmes in museum studies to regional and international museum professionals, especially to ICOM members from emerging countries and from the Asian Pacific region. More info on ICOM-ITC: http://icom.museum/activities/training/icom-international-training-centre-for-museum-studies/   Sincerely, ICOM General Secretariat",27/07/2016 - 15:11,28/07/2016 - 08:47
"מוזאונים לאומיים - עבר, הווה ועתיד - כינוס איקו""ם אירופה בליסבון, נובמבר 2016","ב-29-28 בנובמבר 2016 יתקיים כינוס מטעם איקו""ם אירופה בליסבון, פורטוגל. כדי לעיין בתכנית, נא להקיש כאן",16/10/2016 - 09:05,16/10/2016 - 09:07
FORECAST - פלטפורמה לרעיונות חלוציים בתחומים שונים,"I am director of the interdisciplinary platform Forecast, which now has started its second edition and will invite 30 talents from fields such as art, architecture, music, dance, design etc. to Haus der Kulturen der Welt (HKW) in March 2017. Mentors such as curator Hou Hanru, designer Heather Martin, video artist Bjørn Melhus, architect Philippe Rahm, choreographer Richard Siegal, and composer Jennifer Walshe will accompany chosen projects to fruition.  Our international open call for the second edition is online until November 30, 2016. It would be a wonderful support—above all regarding a high quality and diversity of applications—if you were so kind as to spread the call within your network.  Please find further information on our website: http://forecast-platform.com For the latest information, please check our Facebook Page: https://www.facebook.com/forecast.platform/  Please do not hesitate to contact me if you have any further questions. I very much look forward to an exchange of ideas with you.   Best wishes, Freo Majer    --  FORECAST  International Platform for Pioneering Ideas   ARTISTIC DIRECTOR  Freo Majer  Phone +49 30 23633-422 Email freo@forecast-platform.com   OFFICE  Tempelhofer Ufer 22  10963 Berlin  Germany   http://forecast-platform.com/",18/10/2016 - 12:48,18/10/2016 - 12:50
"באיקו""ם פריז מחפשים עובדים","ICOM Secretariat is currently looking for:
 
Head of communication and public relations department
 
Head of the membership department
 
Legal and Institutional Affairs Coordinator
 
Job descriptions can be found on ICOM's website: http://icom.museum/tools/get-involved/list-of-offers/
 
 ",07/12/2016 - 16:38,07/12/2016 - 16:38
"קול קורא לקראת הכינוס השנתי של ICEE הוועדה לחילופי תערוכות מטעם ארגון איקו""ם","The ICEE is pleased to launch its Call for Papers
<http://network.icom.museum/fileadmin/user_upload/minisites/icee/PDF/2017_ICEE_ANNUAL_CONFERENCE_CALL_FOR_PAPERS.pdf
for the 2017 ICEE Annual Conference, which will be hosted by the Museo de Arte de Puerto Rico in San Juan, Puerto Rico, from October 16-22, 2017.
The theme of this year's conference is Exhibitions Without Borders, exploring the role of Cultural Diplomacy, Media and Technology, and Audience Engagement in creating more powerful, diverse and inclusive exhibitions. We are seeking proposals for conference sessions related to the conference's three key themes.  The deadline for proposal submissions is Wednesday, March 22nd, 2017.
Please visit the ICEE website for the latest conference information. We look forward to hearing from you!
 
To access the call for papers, please go to:
 
http://network.icom.museum/fileadmin/user_upload/minisites/icee/PDF/2017_ICEE_ANNUAL_CONFERENCE_CALL_FOR_PAPERS.pdf
 
Sincerely,
 
 
Antonio Rodriguez
 
Chair, ICOM ICEE",30/01/2017 - 16:16,30/01/2017 - 16:16
"העלון האלקטרוני מטעם איקו""ם - גיליון ינואר 2017","The International         Council of Museums (ICOM) is the only international         organisation representing museums and museum professionals.








View this email in your         browser







































  E-newsletter January 2017






























 








 












MIGRATION: CITIES           (IM)MIGRATION AND ARRIVAL CITIES 6-8           February 2017, Athens  The           International Committee for the Collections and Activities of Museums           of Cities (CAMOC) in partnership with the Commonwealth Association of           Museums (CAM) and the International Committee for Regional Museums           (ICR) set out to explore the roles museums can have in collecting,           presenting and collaborating in these processes through their joint           project Migration: Cities.(Im)migration and Arrival Cities. 
This inaugural workshop for the Migration: Cities           project will explore the impact of the influx of migrants on           contemporary cities, ranging from polarisation and exclusion to           enrichment and the creation of new cultural resources, and the roles           museums can have in collecting, presenting and collaborating in these           processes. The workshop aims to bring together museum professionals,           NGO representatives, psychologists, social workers, specialists in           intercultural education and (im)migrants, who will exchange ideas in           an interactive way.
""Museums           are places of and for migrants and the fresh perspectives, ideas, questions           and skills that they bring.” Martin Roth, the former           German Director of the Victoria and Albert Museum in London, UK
For more information: http://camoc.icom.museum












 








 








 








 








 








IN BRIEF
ICOM         Russia: The Third         International Conference, “Corporate Museums Today”, took place from 15         to 17 December 2016 at the World Ocean Museum, Kaliningrad. It was         devoted to the theme: Audience Strengthening of the Corporate Museum         as an Incentive to the Industry’s Development. 
ICOM         SEE: The Third         Regional Scientific Conference of ICOM SEE took place at Alfa BK         University in Belgrade (Serbia) from 8 to 11 December 2016, on the         theme: Revitalization of Cultural and Natural Heritage in the Region         of South East Europe.
ICOM         Europe: The 2016 Annual         Conference of ICOM Europe on “National Museums. Past, Present and         Future” was successfully held in Lisbon (Portugal) on 28 and 29         November. Conclusions and abstracts are now available here (http://network.icom.museum/europe/activities/conferences/).
ICOM         ICR: A special project         called Regional Museums' Role in Assisting to Rebuild their Local         Communities after an Earthquake was held in Kathmandu (Nepal) from 17         to 22 January 2017. The aim of this project was to work out a plan for         how regional museums can play an active part in rebuilding their local         society after an earthquake.
CIMCIM: “Presentation,         Preservation, Interpretation – The Challenges of Musical Instrument         Collections in the 21st century”. The CIMCIM annual         conference 2017 will take place in Basel and Bern (Switzerland), from         22 to 25 February 2017, in collaboration with the Fourth Romantic Brass         Symposium. Among other topics, one main focus of the conference will be         on corrosion of brass instruments, connected to the research project         Corrosion. http://cimcim.icom.museum








 








 








 








A RED LIST OF WEST AFRICAN CULTURAL         OBJECTS AT RISK
 
 
In         response to the conflict in Mali in 2012, and in order to fight the         looting of West African cultural heritage, ICOM has published a Red List of West African         Cultural Objects at Risk, including a Mali         ""Emergency"" section, which it released on 16 December 2016 in         Bamako.
The         Red List of West African Cultural Objects at Risk aims to highlight the         types of artefacts that are in demand on the art and antiquities         market, protected by legislation, and vulnerable to being looted,         stolen or illegally exported.
This         publication was made possible thanks to the support of the Swiss         Federal Department of Home Affairs, the West African Economic and         Monetary Union (UEMOA) and the U.S. Department of State.
“With         the complexity of the antiquity market that is shrouded in secrecy,         given the illegitimate movement of the art pieces, ICOM hopes that         potential buyers would begin to demand for provenance before buying         art.” The Guardian,         8 January 2017
For         more information: Red List of West African         Cultural Objects at Risk








 








 








 








ICOM NEWS ON THE MOVE
 
 
 
ICOM         News is transitioning to a new digital format. Stay tuned for details         on the launch of the new online platform in the coming months!
In         the meantime, we are featuring ICOM News articles on our website, and         every month here in the newsletter.
January         brings us to Brazil, where museum actors are developing programmes to         advocate for the importance of museums in social development.
Read         the article: http://icom.museum/media/icom-news-magazine/the-known-dilemma/
If         you wish to get involved as a contributor now or down the line, please         contact Sara Heft: sara.heft@icom.museum








 








 








 








CALL FOR PAPERS FOR THE NEXT ISSUE OF         MUSEUM INTERNATIONAL
 

ICOM         is preparing an issue of Museum International on the theme Museums and         Public Policy. The issue will be overseen by the Editorial Board, with         Prof. Dr Tereza Scheiner as Editor in Chief. All proposals submitted         will be assessed for suitability and subsequent articles will go         through a peer review process. The issue is expected to be published,         in collaboration with Wiley Blackwell, by December 2017. Abstracts of         between 250 and 300 words, written in English, French or Spanish,         should be submitted before         7 March 2017 to Aedín Mac Devitt at aedin.macdevitt@icom.museum.         Contributions will be on a voluntary basis.
For         more information: http://icom.museum/media/museum-international/








 








 








 








NEXT ICOM-ITC TRAINING PROGRAMME TO BE         HELD FROM 3 TO 11 APRIL 2017 IN BEIJING
 
 
The         title of this eighth workshop is: My Museum, Your Museum: Developing Meaningful         Experiences for Visitors of All Ages.
A         number of renowned international experts will give lectures and conduct         discussions and group work on museum topics such as children in museums         and on how to develop meaningful experiences for visitors of all ages         both inside and outside the museum. The programme will also include         lectures by Chinese experts, and a full-day excursion will show         participants around the best-known cultural heritage sites in and         around Beijing.
This         ICOM-ITC training workshop in Beijing is intended for ICOM members from         emerging countries and the Asia-Pacific region. ICOM, ICOM China and         the Palace Museum are pleased to award travel grants to international         participants attending the training workshop. Please refer to the ICOM         website for the types of grants available and the application         procedure, before         Saturday, 18 February 2017. Contact : Raphaël Roig (training@icom.museum).
For         more information: ITC Training, procedures, application








 








 








 








IMD: ICOM IS HERE TO HELP YOU PREPARE         FOR INTERNATIONAL MUSEUM DAY
 

As         2017 gets under way, ICOM is continuing to prepare for International         Museum Day. In November, it unveiled the IMD theme and official poster.         Now we are issuing a call to all interested museums and institutions to         take part in this special day!
The         poster translation campaign is ongoing. Please send a translation of         the theme Museums         and contested histories: Saying the unspeakable in museums in your language to our IMD email address (imd@icom.museum)         so our staff can provide you with updated communication tools for this         event.
On         our official website (http://imd.icom.museum),         interested institutions can find all of the information they need to         prepare for the event, including an interactive map showing all of the activities planned around this festive day.
For         more info: http://imd.icom.museum








 








 








 








[SAVE THE DATE] 2017 ICOM ANNUAL         MEETINGS
 
As happens every June, museum professionals from around         the world will gather in Paris for the ICOM Annual Meetings to share         ideas and discuss the challenges facing museums today. This year’s meetings will         be held from 7 to 9 June 2017 in Paris.








 








 








 








Hits of the month




Check out the         most popular Facebook and Twitter posts of the month and the most read         articles from our Scoop it press review!
























 









 









 





 





 





 





 









Copyright © 2017 ICOM, All rights       reserved.


Unsubscribe     Archives









 
























Twitter


Website


Facebook


Scoop       it",01/02/2017 - 09:29,01/02/2017 - 09:29
"מקבץ ידיעות מטעם איקמה ICME הוועדה למוזאוני אתנוגרפיה מטעם איקו""ם","______________________________________________________________________________________
Dear colleagues, 
 
We have a very interesting call for papers from Baku, Azerbaijan.
 
Warmest regards, Viv
 
 
Dr Viv Golding
President of ICME, Joint Director of Postgraduate Research, Associate Professor, School of Museum Studies, University of Leicester, 19 University Road, Leicester, LE1 7RF UK
Tel: +44 (0)1162523975
Email: vmg4@le.ac.uk
http://www.le.ac.uk/museumstudies
 
__._,_.___
View attachments on the web
_______________________________________________________________________________________________________________________________________________
 
BRIDGE: The Heritage of Connecting Places and Cultures
Dates: 6-10 July 2017
City, Country: Ironbridge Gorge World Heritage Site, Shropshire, UK
Bridges physically and symbolically connect places, communities and cultures; they remind us of division while at the same time providing the means for unification. This conference seeks to explore heritage of bridges –not only as remarkable physical structures connecting places and cultures but also as symbolic and metaphorical markers in the landscape. Please see the website for full details and call for papers.
 
Organisers: Ironbridge International Institute for Cultural Heritage (University of Birmingham), Collaborative for Cultural Heritage Management and Policy (University of Illinois)
 
Web Link: www.bridgeconference.wordpress.com
______________________________________________________________________________________________________________________________________________
 
Heritages of Migration: Moving Stories, Objects and Home
Dates: 6-10 April 2017
Location: Buenos Aires, Argentina
In their movements between old and new worlds, migrant communities carry with them practices, traditions, objects and stories that are transmitted across new communities and through generations. This conference seeks to explore the layering of global cultures that has been produced by centuries of global migration, and its effect on memory, identity and belonging, as well as its effects on tangible and intangible heritage. The conference is designed encourage provocative dialogue across the fullest range of disciplines. Please see the conference website for full details.
 
Organisers: Ironbridge International Institute for Cultural Heritage (University of Birmingham), Collaborative for Cultural Heritage Management and Policy (University of Illinois)
 
Web link: www.heritagesofmigration.wordpress.com
____________________________________________________________________________________________________________________________________________________
 
HERITAGE, Tourism and Hospitality 3rd International Conference
Narratives for a World in Transition
27-29 September 2017
Pori, Finland
Call for Papers closes 20 February 2017
The Heritage, Tourism and Hospitality conferences focus on the leading question “How can tourism destinations succeed in attracting tourists while simultaneously engaging all stakeholders in contributing to the preservation of natural and cultural heritage?”
Web Link: https://heritagetourismhospitality.org
 
 
 
 
Tenth International Conference on the Inclusive Museum
Dates: 15-17 September 2017
University of Manchester in Manchester, UK
Founded in 2008, the International Conference on the Inclusive Museum brings together a community of museum practitioners, researchers, and thinkers. The key question addressed by the conference: How can the institution of the museum become more inclusive? In this time of fundamental social change, what is the role of the museum, both as a creature of that change, and perhaps also as an agent of change?
We invite proposals for paper presentations, workshops/interactive sessions, posters/exhibits, colloquia, virtual posters, or virtual lightning talks. The conference features research addressing the annual themes and the 2017 Special Focus: ""Diaspora, Integration and Museums.""
Submit your proposal by 15 February 2017
Web Link: The inclusive museum - http://www.newsletter.illinois.mx3a.com/vo/museum_Z17BVg.html?&utm_source=Z17B_danV&utm_campaign=Z17B_danV&utm_medium=Z17B_danV
_______________________________________________________________________________________________________________________________________________________________
 
sponsored by the U.S. Chapter of the Association of Critical Heritage Studies, the meeting Connecting (to) Heritage Studies in the U.S. will be held June 15-18th 2017 at Arkansas State University (Jonesboro, Arkansas). The meeting, composed of both roundtable and regular paper sessions, seeks to further develop an interdisciplinary community in the U.S. that is interested and/or already involved in cultural heritage related work. The meeting will convene scholars, professionals, and students from a diversity of fields, disciplines, and sectors around the concept and uses of ‘cultural heritage’ and potential connections that can be made to the thriving international heritage discourse, the discipline of heritage studies, and to each other. Participants will give presentations and help foster discussions on topics such as: Connecting to Heritage Studies: Theory and Practice, which will convene scholars and practitioners in anthropology, applied anthropology, archaeology, folklore and public folklore, ethnomusicology, museum, library and archive studies, cultural policy, public health, and environmental studies, among others; Heritage Studies and University Programs; Universities and Community Partnerships; Heritage and Media; and Intangible Cultural Heritage.
 
For more information, email Dr. Gregory Hansen (ghensen@astate.edu) or Dr. Michelle Stefano (mstef@loc.gov).
____________________________________________________________________________________________________________________________________________________________
 
Dear ICME members and friends,
 
The last issue of ICME News is ready to be explored. You can download it directly or access by following the link bellow on our webpages.
 
http://network.icom.museum/icme/publications/newsletter/
 
Best,
 
ICME
 
 
 
From: icme@yahoogroups.com [mailto:icme@yahoogroups.com] On Behalf Of 'Golding, Viv (Dr.)' vmg4@le.ac.uk [icme] Sent: Thursday, February 02, 2017 11:33 PM To: <icme@yahoogroups.com> <icme@yahoogroups.com> Subject: [icme] Fwd: ACHS Newsletter - February 2017
 
 
FYI
 
Viv Golding  Sent from my iPad
 Begin forwarded message:
From: ACHS <info@criticalheritagestudies.org> Date: 2 February 2017 at 21:27:07 GMT To: <vmg4@leicester.ac.uk> Subject: ACHS Newsletter - February 2017 Reply-To: ACHS <info@criticalheritagestudies.org>



























ACHS Newsletter February 2017 Promoting heritage as an area of critical enquiry










View this email in your             browser
























 
























President's             Message












 












Dear ACHS Member,  Borders, it seems, have come to the fore again.  I'm sure             many of you have stared at your screens this past week bewildered             at what's going on in the United States. In these frantic days of             signatures and protests about entry visas and the construction of a             wall, borders have become the immediate focus of a charged and             volatile struggle over rights, identities and national futures. In             a new Trump era, airports and concrete once again speak to a desire             for protection and security, in ways that undermine respect, reject             difference, repel the foreign, and offer a seeming resolution to             fear. It’s clear that the forms of nationalism, which seek             assurance through increasingly rigid and policed frontiers will             continue to define the politics of western liberal democracies in             2017, particularly in the Anglophone sphere. In stark contrast,             China is busy building trade, infrastructure and cultural links             across borders in its ‘Belt and Road’ ambitions to create an             interconnected Asia for the 21st Century.  It’s within such contexts and changing times that I am pleased to             announce our highly topical and timely conference Heritage Across             Borders, hosted by Zhejiang University, Hangzhou, China, 1-6th             September, 2018. We are now opening the Call for Session Proposals             - and welcome proposals that use the theme of borders in             imaginative and open ways. As the Sub Themes in the Call for             Sessions indicate, working with, through, across and along borders             can help us rethink and challenge some of the key analytical             categories and boundaries that shape discussions of heritage today.             What is the future of heritage, and for that matter heritage             studies, in this shifting world order? What disciplinary boundaries             do we need to cross to grasp the complexities of today?  This first newsletter of 2017 also gives you links to recent book             reviews by ACHS members, details about a new Early Career             Researchers Network for the Association, Chapter news and updates             on jobs, conferences etc. As of last month, the Association has over             2,000 members and some upcoming announcements will provide details             of events planned for this year.  Finally, I would just like to thank the team at Zhejiang University             for their efforts in getting this exciting conference off the             ground. We look forward to receiving your Session Proposals in the             lead up to the March 31st deadline. After that a separate Call For             Papers will be announced.  Best,  Tim Winter, ACHS President












 















 








 




ACHS           Hangzhou Conference 1st - 6th September 2018 Click           here for Website








 















 












Announcements












 















 

























2018 Hangzhou Conference Update












 








 











 












The Fourth Association of                 Critical Heritage Studies Biannual International Conference                 will be organised by Zheijang University...












 









Read               More









 















 












Calls for Papers












 








 








 












Four forthcoming                 conferences in 2017 have put out a Call For Papers in this                 months newsletter. 'Tenth International Conference on the...












 









Read               More









 















 












Publication Outcomes from ACHS Conferences












 








 








 












The ACHS Executive                 Committee would like to recognise that several ACHS panel                 convenors from the 2012 Gothenburg Conference and the 2014                 Canberra Conference have...












 









Read               More









 






















Membership and Chapter News












 








 











 












The Memberships and                 Chapters committee is happy to announce a number of new                 Chapters and Networks within the ACHS community...












 









Read               More









 















 












New Language Pages












 








 








 












We now have a number of                 summary and navigation pages on the ACHS site in languages                 other than English. Chinese, French, Spanish and Swedish...












 









Read               More









 















 












Get Regular Updates  from                 ACHS












 








 








 












Please check out our                 rolling news page that features a range of announcements from                 colleagues in the cultural heritage sector. Regularly check the                 page to see upcoming opportunities.












 









Read               More









 






















25% Discount on Book for ACHS Members












 








 











 












Boydell & Brewer are                 offering 25% off the book Engaging                 Heritage, Engaging Communities edited by Bryony                 Onicul, Michelle L. Stefano and... 












 









Read               More









 















 












Book Reviews












 








 








 












This issue of the ACHS                 newsletter features two book reviews focused on Heritage and                 Museum based Issues. In Urban                 Heritage, Development...












 









Read               More









 















 












ACHS Membership February                 2017












 








 








 












ACHS now has over 2000                 members worldwide, with representation in many parts of the                 world. Our online membership directory allows you to search for                 fellow members.












 









Read               More









 




























 












 








Events, Opportunities & Conferences
ACHS is constantly updating listings of jobs,             conferences, PhD opportunities and announcements for various             events. If you would like to post to the site, please             email: info@criticalheritagestudies.org












 








 








 















































































 















 












Copyright © 2017 ACHS, All rights reserved.  You are receiving this email because you opted in at our website -             test   Our             mailing address is:
ACHS
Alfred Deakin Institute, Deakin University
221 Burwood Highway
Melbourne, Vic 3125
Australia
 Add             us to your address book
  Want to change how you receive these emails? You can update your preferences or unsubscribe from this list",05/02/2017 - 10:47,05/02/2017 - 10:47
